file,lat,lon,alt,head,yaw,time
nvcamtest_11991_s00_00000.jpg,0.000000000,0.000000000,0.689000000,177.690000000,177.690000000,1709559463.773679972
nvcamtest_11991_s00_00001.jpg,0.000000000,0.000000000,0.717000000,177.700000000,177.700000000,1709559464.907513142
nvcamtest_11991_s00_00002.jpg,0.000000000,0.000000000,1.161000000,177.700000000,177.700000000,1709559466.039549351
